position,name,type,varlab
2963,cl_sMale_9,float,Currently enrolled in secondary: Age 9:Male
2964,cl_sFemale_9,float,Currently enrolled in secondary: Age 9:Female
2965,cl_sQuint1_9,float,Currently enrolled in secondary: Age 9:Poorest quintile
2966,cl_sQuint2_9,float,Currently enrolled in secondary: Age 9:Quintile 2
2967,cl_sQuint3_9,float,Currently enrolled in secondary: Age 9:Quintile 3
2968,cl_sQuint4_9,float,Currently enrolled in secondary: Age 9:Quintile 4
2969,cl_sQuint5_9,float,Currently enrolled in secondary: Age 9:Richest quintile Male
2970,cl_sQuint1x_9,float,Currently enrolled in secondary: Age 9:Poorest quintile
2971,cl_sQuint2x_9,float,Currently enrolled in secondary: Age 9:Quintile 2
2972,cl_sQuint3x_9,float,Currently enrolled in secondary: Age 9:Quintile 3
2973,cl_sQuint4x_9,float,Currently enrolled in secondary: Age 9:Quintile 4
2974,cl_sQuint5x_9,float,Currently enrolled in secondary: Age 9:Richest quintile
2975,cl_tAll_9,float,Currently enrolled in teriary: Age 9:All
2976,cl_tUrban_9,float,Currently enrolled in teriary: Age 9:Urban
2977,cl_tRural_9,float,Currently enrolled in teriary: Age 9:Rural
2978,cl_tMale_9,float,Currently enrolled in teriary: Age 9:Male
2979,cl_tFemale_9,float,Currently enrolled in teriary: Age 9:Female
2980,cl_tQuint1_9,float,Currently enrolled in teriary: Age 9:Poorest quintile
2981,cl_tQuint2_9,float,Currently enrolled in teriary: Age 9:Quintile 2
2982,cl_tQuint3_9,float,Currently enrolled in teriary: Age 9:Quintile 3
2983,cl_tQuint4_9,float,Currently enrolled in teriary: Age 9:Quintile 4
2984,cl_tQuint5_9,float,Currently enrolled in teriary: Age 9:Richest quintile Male
2985,cl_tQuint1x_9,float,Currently enrolled in teriary: Age 9:Poorest quintile
2986,cl_tQuint2x_9,float,Currently enrolled in teriary: Age 9:Quintile 2
2987,cl_tQuint3x_9,float,Currently enrolled in teriary: Age 9:Quintile 3
2988,cl_tQuint4x_9,float,Currently enrolled in teriary: Age 9:Quintile 4
2989,cl_tQuint5x_9,float,Currently enrolled in teriary: Age 9:Richest quintile
2990,cl_pMalUrb_9,float,Currently enrolled in primary: Age 9:Male Urban
2991,cl_pFemUrb_9,float,Currently enrolled in primary: Age 9:Female Urban
2992,cl_pMalRur_9,float,Currently enrolled in primary: Age 9:Male Rural
2993,cl_pFemRur_9,float,Currently enrolled in primary: Age 9:Female Rural
2994,cl_pQuint1M_9,float,Currently enrolled in primary: Age 9:Poorest quintile Male
2995,cl_pQuint2M_9,float,Currently enrolled in primary: Age 9:Quintile 2 Male
2996,cl_pQuint3M_9,float,Currently enrolled in primary: Age 9:Quintile 3 Male
2997,cl_pQuint4M_9,float,Currently enrolled in primary: Age 9:Quintile 4 Male
2998,cl_pQuint5M_9,float,Currently enrolled in primary: Age 9:Richest quintile Male
2999,cl_pQuint1F_9,float,Currently enrolled in primary: Age 9:Poorest quintile Female
3000,cl_pQuint2F_9,float,Currently enrolled in primary: Age 9:Quintile 2 Female
3001,cl_pQuint3F_9,float,Currently enrolled in primary: Age 9:Quintile 3 Female
3002,cl_pQuint4F_9,float,Currently enrolled in primary: Age 9:Quintile 4 Female
3003,cl_pQuint5F_9,float,Currently enrolled in primary: Age 9:Richest quintile Female
3004,cl_pQuint1Mx_9,float,Currently enrolled in primary: Age 9:Poorest quintile Male
3005,cl_pQuint2Mx_9,float,Currently enrolled in primary: Age 9:Quintile 2 Male
3006,cl_pQuint3Mx_9,float,Currently enrolled in primary: Age 9:Quintile 3 Male
3007,cl_pQuint4Mx_9,float,Currently enrolled in primary: Age 9:Quintile 4 Male
3008,cl_pQuint5Mx_9,float,Currently enrolled in primary: Age 9:Richest quintile Male
3009,cl_pQuint1Fx_9,float,Currently enrolled in primary: Age 9:Poorest quintile Female
3010,cl_pQuint2Fx_9,float,Currently enrolled in primary: Age 9:Quintile 2 Female
3011,cl_pQuint3Fx_9,float,Currently enrolled in primary: Age 9:Quintile 3 Female
3012,cl_pQuint4Fx_9,float,Currently enrolled in primary: Age 9:Quintile 4 Female
3013,cl_pQuint5Fx_9,float,Currently enrolled in primary: Age 9:Richest quintile Female
3014,cl_sMalUrb_9,float,Currently enrolled in secondary: Age 9:Male Urban
3015,cl_sFemUrb_9,float,Currently enrolled in secondary: Age 9:Female Urban
3016,cl_sMalRur_9,float,Currently enrolled in secondary: Age 9:Male Rural
3017,cl_sFemRur_9,float,Currently enrolled in secondary: Age 9:Female Rural
3018,cl_sQuint1M_9,float,Currently enrolled in secondary: Age 9:Poorest quintile Male
3019,cl_sQuint2M_9,float,Currently enrolled in secondary: Age 9:Quintile 2 Male
3020,cl_sQuint3M_9,float,Currently enrolled in secondary: Age 9:Quintile 3 Male
3021,cl_sQuint4M_9,float,Currently enrolled in secondary: Age 9:Quintile 4 Male
3022,cl_sQuint5M_9,float,Currently enrolled in secondary: Age 9:Richest quintile Male
3023,cl_sQuint1F_9,float,Currently enrolled in secondary: Age 9:Poorest quintile Female
3024,cl_sQuint2F_9,float,Currently enrolled in secondary: Age 9:Quintile 2 Female
3025,cl_sQuint3F_9,float,Currently enrolled in secondary: Age 9:Quintile 3 Female
3026,cl_sQuint4F_9,float,Currently enrolled in secondary: Age 9:Quintile 4 Female
3027,cl_sQuint5F_9,float,Currently enrolled in secondary: Age 9:Richest quintile Female
3028,cl_sQuint1Mx_9,float,Currently enrolled in secondary: Age 9:Poorest quintile Male
3029,cl_sQuint2Mx_9,float,Currently enrolled in secondary: Age 9:Quintile 2 Male
3030,cl_sQuint3Mx_9,float,Currently enrolled in secondary: Age 9:Quintile 3 Male
3031,cl_sQuint4Mx_9,float,Currently enrolled in secondary: Age 9:Quintile 4 Male
3032,cl_sQuint5Mx_9,float,Currently enrolled in secondary: Age 9:Richest quintile Male
3033,cl_sQuint1Fx_9,float,Currently enrolled in secondary: Age 9:Poorest quintile Female
3034,cl_sQuint2Fx_9,float,Currently enrolled in secondary: Age 9:Quintile 2 Female
3035,cl_sQuint3Fx_9,float,Currently enrolled in secondary: Age 9:Quintile 3 Female
3036,cl_sQuint4Fx_9,float,Currently enrolled in secondary: Age 9:Quintile 4 Female
3037,cl_sQuint5Fx_9,float,Currently enrolled in secondary: Age 9:Richest quintile Female
3038,cl_tMalUrb_9,float,Currently enrolled in teriary: Age 9:Male Urban
3039,cl_tFemUrb_9,float,Currently enrolled in teriary: Age 9:Female Urban
3040,cl_tMalRur_9,float,Currently enrolled in teriary: Age 9:Male Rural
3041,cl_tFemRur_9,float,Currently enrolled in teriary: Age 9:Female Rural
3042,cl_tQuint1M_9,float,Currently enrolled in teriary: Age 9:Poorest quintile Male
3043,cl_tQuint2M_9,float,Currently enrolled in teriary: Age 9:Quintile 2 Male
3044,cl_tQuint3M_9,float,Currently enrolled in teriary: Age 9:Quintile 3 Male
3045,cl_tQuint4M_9,float,Currently enrolled in teriary: Age 9:Quintile 4 Male
3046,cl_tQuint5M_9,float,Currently enrolled in teriary: Age 9:Richest quintile Male
3047,cl_tQuint1F_9,float,Currently enrolled in teriary: Age 9:Poorest quintile Female
3048,cl_tQuint2F_9,float,Currently enrolled in teriary: Age 9:Quintile 2 Female
3049,cl_tQuint3F_9,float,Currently enrolled in teriary: Age 9:Quintile 3 Female
3050,cl_tQuint4F_9,float,Currently enrolled in teriary: Age 9:Quintile 4 Female
3051,cl_tQuint5F_9,float,Currently enrolled in teriary: Age 9:Richest quintile Female
3052,cl_tQuint1Mx_9,float,Currently enrolled in teriary: Age 9:Poorest quintile Male
3053,cl_tQuint2Mx_9,float,Currently enrolled in teriary: Age 9:Quintile 2 Male
3054,cl_tQuint3Mx_9,float,Currently enrolled in teriary: Age 9:Quintile 3 Male
3055,cl_tQuint4Mx_9,float,Currently enrolled in teriary: Age 9:Quintile 4 Male
3056,cl_tQuint5Mx_9,float,Currently enrolled in teriary: Age 9:Richest quintile Male
3057,cl_tQuint1Fx_9,float,Currently enrolled in teriary: Age 9:Poorest quintile Female
3058,cl_tQuint2Fx_9,float,Currently enrolled in teriary: Age 9:Quintile 2 Female
3059,cl_tQuint3Fx_9,float,Currently enrolled in teriary: Age 9:Quintile 3 Female
3060,cl_tQuint4Fx_9,float,Currently enrolled in teriary: Age 9:Quintile 4 Female
3061,cl_tQuint5Fx_9,float,Currently enrolled in teriary: Age 9:Richest quintile Female
3062,cl_pAll_10,float,Currently enrolled in primary: Age 10:All
3063,cl_pUrban_10,float,Currently enrolled in primary: Age 10:Urban
3064,cl_pRural_10,float,Currently enrolled in primary: Age 10:Rural
3065,cl_pMale_10,float,Currently enrolled in primary: Age 10:Male
3066,cl_pFemale_10,float,Currently enrolled in primary: Age 10:Female
3067,cl_pQuint1_10,float,Currently enrolled in primary: Age 10:Poorest quintile
3068,cl_pQuint2_10,float,Currently enrolled in primary: Age 10:Quintile 2
3069,cl_pQuint3_10,float,Currently enrolled in primary: Age 10:Quintile 3
3070,cl_pQuint4_10,float,Currently enrolled in primary: Age 10:Quintile 4
3071,cl_pQuint5_10,float,Currently enrolled in primary: Age 10:Richest quintile Male
3072,cl_pQuint1x_10,float,Currently enrolled in primary: Age 10:Poorest quintile
3073,cl_pQuint2x_10,float,Currently enrolled in primary: Age 10:Quintile 2
3074,cl_pQuint3x_10,float,Currently enrolled in primary: Age 10:Quintile 3
3075,cl_pQuint4x_10,float,Currently enrolled in primary: Age 10:Quintile 4
3076,cl_pQuint5x_10,float,Currently enrolled in primary: Age 10:Richest quintile
3077,cl_sAll_10,float,Currently enrolled in secondary: Age 10:All
3078,cl_sUrban_10,float,Currently enrolled in secondary: Age 10:Urban
3079,cl_sRural_10,float,Currently enrolled in secondary: Age 10:Rural
3080,cl_sMale_10,float,Currently enrolled in secondary: Age 10:Male
3081,cl_sFemale_10,float,Currently enrolled in secondary: Age 10:Female
3082,cl_sQuint1_10,float,Currently enrolled in secondary: Age 10:Poorest quintile
3083,cl_sQuint2_10,float,Currently enrolled in secondary: Age 10:Quintile 2
3084,cl_sQuint3_10,float,Currently enrolled in secondary: Age 10:Quintile 3
3085,cl_sQuint4_10,float,Currently enrolled in secondary: Age 10:Quintile 4
3086,cl_sQuint5_10,float,Currently enrolled in secondary: Age 10:Richest quintile Male
3087,cl_sQuint1x_10,float,Currently enrolled in secondary: Age 10:Poorest quintile
3088,cl_sQuint2x_10,float,Currently enrolled in secondary: Age 10:Quintile 2
3089,cl_sQuint3x_10,float,Currently enrolled in secondary: Age 10:Quintile 3
3090,cl_sQuint4x_10,float,Currently enrolled in secondary: Age 10:Quintile 4
3091,cl_sQuint5x_10,float,Currently enrolled in secondary: Age 10:Richest quintile
3092,cl_tAll_10,float,Currently enrolled in teriary: Age 10:All
3093,cl_tUrban_10,float,Currently enrolled in teriary: Age 10:Urban
3094,cl_tRural_10,float,Currently enrolled in teriary: Age 10:Rural
3095,cl_tMale_10,float,Currently enrolled in teriary: Age 10:Male
3096,cl_tFemale_10,float,Currently enrolled in teriary: Age 10:Female
3097,cl_tQuint1_10,float,Currently enrolled in teriary: Age 10:Poorest quintile
3098,cl_tQuint2_10,float,Currently enrolled in teriary: Age 10:Quintile 2
3099,cl_tQuint3_10,float,Currently enrolled in teriary: Age 10:Quintile 3
3100,cl_tQuint4_10,float,Currently enrolled in teriary: Age 10:Quintile 4
3101,cl_tQuint5_10,float,Currently enrolled in teriary: Age 10:Richest quintile Male
3102,cl_tQuint1x_10,float,Currently enrolled in teriary: Age 10:Poorest quintile
3103,cl_tQuint2x_10,float,Currently enrolled in teriary: Age 10:Quintile 2
3104,cl_tQuint3x_10,float,Currently enrolled in teriary: Age 10:Quintile 3
3105,cl_tQuint4x_10,float,Currently enrolled in teriary: Age 10:Quintile 4
3106,cl_tQuint5x_10,float,Currently enrolled in teriary: Age 10:Richest quintile
3107,cl_pMalUrb_10,float,Currently enrolled in primary: Age 10:Male Urban
3108,cl_pFemUrb_10,float,Currently enrolled in primary: Age 10:Female Urban
3109,cl_pMalRur_10,float,Currently enrolled in primary: Age 10:Male Rural
3110,cl_pFemRur_10,float,Currently enrolled in primary: Age 10:Female Rural
3111,cl_pQuint1M_10,float,Currently enrolled in primary: Age 10:Poorest quintile Male
3112,cl_pQuint2M_10,float,Currently enrolled in primary: Age 10:Quintile 2 Male
3113,cl_pQuint3M_10,float,Currently enrolled in primary: Age 10:Quintile 3 Male
3114,cl_pQuint4M_10,float,Currently enrolled in primary: Age 10:Quintile 4 Male
3115,cl_pQuint5M_10,float,Currently enrolled in primary: Age 10:Richest quintile Male
3116,cl_pQuint1F_10,float,Currently enrolled in primary: Age 10:Poorest quintile Female
3117,cl_pQuint2F_10,float,Currently enrolled in primary: Age 10:Quintile 2 Female
3118,cl_pQuint3F_10,float,Currently enrolled in primary: Age 10:Quintile 3 Female
3119,cl_pQuint4F_10,float,Currently enrolled in primary: Age 10:Quintile 4 Female
3120,cl_pQuint5F_10,float,Currently enrolled in primary: Age 10:Richest quintile Female
3121,cl_pQuint1Mx_10,float,Currently enrolled in primary: Age 10:Poorest quintile Male
3122,cl_pQuint2Mx_10,float,Currently enrolled in primary: Age 10:Quintile 2 Male
3123,cl_pQuint3Mx_10,float,Currently enrolled in primary: Age 10:Quintile 3 Male
3124,cl_pQuint4Mx_10,float,Currently enrolled in primary: Age 10:Quintile 4 Male
3125,cl_pQuint5Mx_10,float,Currently enrolled in primary: Age 10:Richest quintile Male
3126,cl_pQuint1Fx_10,float,Currently enrolled in primary: Age 10:Poorest quintile Female
3127,cl_pQuint2Fx_10,float,Currently enrolled in primary: Age 10:Quintile 2 Female
3128,cl_pQuint3Fx_10,float,Currently enrolled in primary: Age 10:Quintile 3 Female
3129,cl_pQuint4Fx_10,float,Currently enrolled in primary: Age 10:Quintile 4 Female
3130,cl_pQuint5Fx_10,float,Currently enrolled in primary: Age 10:Richest quintile Female
3131,cl_sMalUrb_10,float,Currently enrolled in secondary: Age 10:Male Urban
3132,cl_sFemUrb_10,float,Currently enrolled in secondary: Age 10:Female Urban
3133,cl_sMalRur_10,float,Currently enrolled in secondary: Age 10:Male Rural
3134,cl_sFemRur_10,float,Currently enrolled in secondary: Age 10:Female Rural
3135,cl_sQuint1M_10,float,Currently enrolled in secondary: Age 10:Poorest quintile Male
3136,cl_sQuint2M_10,float,Currently enrolled in secondary: Age 10:Quintile 2 Male
3137,cl_sQuint3M_10,float,Currently enrolled in secondary: Age 10:Quintile 3 Male
3138,cl_sQuint4M_10,float,Currently enrolled in secondary: Age 10:Quintile 4 Male
3139,cl_sQuint5M_10,float,Currently enrolled in secondary: Age 10:Richest quintile Male
3140,cl_sQuint1F_10,float,Currently enrolled in secondary: Age 10:Poorest quintile Female
3141,cl_sQuint2F_10,float,Currently enrolled in secondary: Age 10:Quintile 2 Female
3142,cl_sQuint3F_10,float,Currently enrolled in secondary: Age 10:Quintile 3 Female
3143,cl_sQuint4F_10,float,Currently enrolled in secondary: Age 10:Quintile 4 Female
3144,cl_sQuint5F_10,float,Currently enrolled in secondary: Age 10:Richest quintile Female
3145,cl_sQuint1Mx_10,float,Currently enrolled in secondary: Age 10:Poorest quintile Male
3146,cl_sQuint2Mx_10,float,Currently enrolled in secondary: Age 10:Quintile 2 Male
3147,cl_sQuint3Mx_10,float,Currently enrolled in secondary: Age 10:Quintile 3 Male
3148,cl_sQuint4Mx_10,float,Currently enrolled in secondary: Age 10:Quintile 4 Male
3149,cl_sQuint5Mx_10,float,Currently enrolled in secondary: Age 10:Richest quintile Male
3150,cl_sQuint1Fx_10,float,Currently enrolled in secondary: Age 10:Poorest quintile Female
3151,cl_sQuint2Fx_10,float,Currently enrolled in secondary: Age 10:Quintile 2 Female
3152,cl_sQuint3Fx_10,float,Currently enrolled in secondary: Age 10:Quintile 3 Female
3153,cl_sQuint4Fx_10,float,Currently enrolled in secondary: Age 10:Quintile 4 Female
3154,cl_sQuint5Fx_10,float,Currently enrolled in secondary: Age 10:Richest quintile Female
3155,cl_tMalUrb_10,float,Currently enrolled in teriary: Age 10:Male Urban
3156,cl_tFemUrb_10,float,Currently enrolled in teriary: Age 10:Female Urban
3157,cl_tMalRur_10,float,Currently enrolled in teriary: Age 10:Male Rural
3158,cl_tFemRur_10,float,Currently enrolled in teriary: Age 10:Female Rural
3159,cl_tQuint1M_10,float,Currently enrolled in teriary: Age 10:Poorest quintile Male
3160,cl_tQuint2M_10,float,Currently enrolled in teriary: Age 10:Quintile 2 Male
3161,cl_tQuint3M_10,float,Currently enrolled in teriary: Age 10:Quintile 3 Male
3162,cl_tQuint4M_10,float,Currently enrolled in teriary: Age 10:Quintile 4 Male
3163,cl_tQuint5M_10,float,Currently enrolled in teriary: Age 10:Richest quintile Male
3164,cl_tQuint1F_10,float,Currently enrolled in teriary: Age 10:Poorest quintile Female
3165,cl_tQuint2F_10,float,Currently enrolled in teriary: Age 10:Quintile 2 Female
3166,cl_tQuint3F_10,float,Currently enrolled in teriary: Age 10:Quintile 3 Female
3167,cl_tQuint4F_10,float,Currently enrolled in teriary: Age 10:Quintile 4 Female
3168,cl_tQuint5F_10,float,Currently enrolled in teriary: Age 10:Richest quintile Female
3169,cl_tQuint1Mx_10,float,Currently enrolled in teriary: Age 10:Poorest quintile Male
3170,cl_tQuint2Mx_10,float,Currently enrolled in teriary: Age 10:Quintile 2 Male
3171,cl_tQuint3Mx_10,float,Currently enrolled in teriary: Age 10:Quintile 3 Male
3172,cl_tQuint4Mx_10,float,Currently enrolled in teriary: Age 10:Quintile 4 Male
3173,cl_tQuint5Mx_10,float,Currently enrolled in teriary: Age 10:Richest quintile Male
3174,cl_tQuint1Fx_10,float,Currently enrolled in teriary: Age 10:Poorest quintile Female
3175,cl_tQuint2Fx_10,float,Currently enrolled in teriary: Age 10:Quintile 2 Female
3176,cl_tQuint3Fx_10,float,Currently enrolled in teriary: Age 10:Quintile 3 Female
3177,cl_tQuint4Fx_10,float,Currently enrolled in teriary: Age 10:Quintile 4 Female
3178,cl_tQuint5Fx_10,float,Currently enrolled in teriary: Age 10:Richest quintile Female
3179,cl_pAll_11,float,Currently enrolled in primary: Age 11:All
3180,cl_pUrban_11,float,Currently enrolled in primary: Age 11:Urban
3181,cl_pRural_11,float,Currently enrolled in primary: Age 11:Rural
3182,cl_pMale_11,float,Currently enrolled in primary: Age 11:Male
3183,cl_pFemale_11,float,Currently enrolled in primary: Age 11:Female
3184,cl_pQuint1_11,float,Currently enrolled in primary: Age 11:Poorest quintile
3185,cl_pQuint2_11,float,Currently enrolled in primary: Age 11:Quintile 2
3186,cl_pQuint3_11,float,Currently enrolled in primary: Age 11:Quintile 3
3187,cl_pQuint4_11,float,Currently enrolled in primary: Age 11:Quintile 4
3188,cl_pQuint5_11,float,Currently enrolled in primary: Age 11:Richest quintile Male
3189,cl_pQuint1x_11,float,Currently enrolled in primary: Age 11:Poorest quintile
3190,cl_pQuint2x_11,float,Currently enrolled in primary: Age 11:Quintile 2
3191,cl_pQuint3x_11,float,Currently enrolled in primary: Age 11:Quintile 3
3192,cl_pQuint4x_11,float,Currently enrolled in primary: Age 11:Quintile 4
3193,cl_pQuint5x_11,float,Currently enrolled in primary: Age 11:Richest quintile
3194,cl_sAll_11,float,Currently enrolled in secondary: Age 11:All
3195,cl_sUrban_11,float,Currently enrolled in secondary: Age 11:Urban
3196,cl_sRural_11,float,Currently enrolled in secondary: Age 11:Rural
3197,cl_sMale_11,float,Currently enrolled in secondary: Age 11:Male
3198,cl_sFemale_11,float,Currently enrolled in secondary: Age 11:Female
3199,cl_sQuint1_11,float,Currently enrolled in secondary: Age 11:Poorest quintile
3200,cl_sQuint2_11,float,Currently enrolled in secondary: Age 11:Quintile 2
3201,cl_sQuint3_11,float,Currently enrolled in secondary: Age 11:Quintile 3
3202,cl_sQuint4_11,float,Currently enrolled in secondary: Age 11:Quintile 4
3203,cl_sQuint5_11,float,Currently enrolled in secondary: Age 11:Richest quintile Male
3204,cl_sQuint1x_11,float,Currently enrolled in secondary: Age 11:Poorest quintile
3205,cl_sQuint2x_11,float,Currently enrolled in secondary: Age 11:Quintile 2
3206,cl_sQuint3x_11,float,Currently enrolled in secondary: Age 11:Quintile 3
3207,cl_sQuint4x_11,float,Currently enrolled in secondary: Age 11:Quintile 4
3208,cl_sQuint5x_11,float,Currently enrolled in secondary: Age 11:Richest quintile
3209,cl_tAll_11,float,Currently enrolled in teriary: Age 11:All
3210,cl_tUrban_11,float,Currently enrolled in teriary: Age 11:Urban
3211,cl_tRural_11,float,Currently enrolled in teriary: Age 11:Rural
3212,cl_tMale_11,float,Currently enrolled in teriary: Age 11:Male
3213,cl_tFemale_11,float,Currently enrolled in teriary: Age 11:Female
3214,cl_tQuint1_11,float,Currently enrolled in teriary: Age 11:Poorest quintile
3215,cl_tQuint2_11,float,Currently enrolled in teriary: Age 11:Quintile 2
3216,cl_tQuint3_11,float,Currently enrolled in teriary: Age 11:Quintile 3
3217,cl_tQuint4_11,float,Currently enrolled in teriary: Age 11:Quintile 4
3218,cl_tQuint5_11,float,Currently enrolled in teriary: Age 11:Richest quintile Male
3219,cl_tQuint1x_11,float,Currently enrolled in teriary: Age 11:Poorest quintile
3220,cl_tQuint2x_11,float,Currently enrolled in teriary: Age 11:Quintile 2
3221,cl_tQuint3x_11,float,Currently enrolled in teriary: Age 11:Quintile 3
3222,cl_tQuint4x_11,float,Currently enrolled in teriary: Age 11:Quintile 4
3223,cl_tQuint5x_11,float,Currently enrolled in teriary: Age 11:Richest quintile
3224,cl_pMalUrb_11,float,Currently enrolled in primary: Age 11:Male Urban
3225,cl_pFemUrb_11,float,Currently enrolled in primary: Age 11:Female Urban
3226,cl_pMalRur_11,float,Currently enrolled in primary: Age 11:Male Rural
3227,cl_pFemRur_11,float,Currently enrolled in primary: Age 11:Female Rural
3228,cl_pQuint1M_11,float,Currently enrolled in primary: Age 11:Poorest quintile Male
3229,cl_pQuint2M_11,float,Currently enrolled in primary: Age 11:Quintile 2 Male
3230,cl_pQuint3M_11,float,Currently enrolled in primary: Age 11:Quintile 3 Male
3231,cl_pQuint4M_11,float,Currently enrolled in primary: Age 11:Quintile 4 Male
3232,cl_pQuint5M_11,float,Currently enrolled in primary: Age 11:Richest quintile Male
3233,cl_pQuint1F_11,float,Currently enrolled in primary: Age 11:Poorest quintile Female
3234,cl_pQuint2F_11,float,Currently enrolled in primary: Age 11:Quintile 2 Female
3235,cl_pQuint3F_11,float,Currently enrolled in primary: Age 11:Quintile 3 Female
3236,cl_pQuint4F_11,float,Currently enrolled in primary: Age 11:Quintile 4 Female
3237,cl_pQuint5F_11,float,Currently enrolled in primary: Age 11:Richest quintile Female
3238,cl_pQuint1Mx_11,float,Currently enrolled in primary: Age 11:Poorest quintile Male
3239,cl_pQuint2Mx_11,float,Currently enrolled in primary: Age 11:Quintile 2 Male
3240,cl_pQuint3Mx_11,float,Currently enrolled in primary: Age 11:Quintile 3 Male
3241,cl_pQuint4Mx_11,float,Currently enrolled in primary: Age 11:Quintile 4 Male
3242,cl_pQuint5Mx_11,float,Currently enrolled in primary: Age 11:Richest quintile Male
3243,cl_pQuint1Fx_11,float,Currently enrolled in primary: Age 11:Poorest quintile Female
3244,cl_pQuint2Fx_11,float,Currently enrolled in primary: Age 11:Quintile 2 Female
3245,cl_pQuint3Fx_11,float,Currently enrolled in primary: Age 11:Quintile 3 Female
3246,cl_pQuint4Fx_11,float,Currently enrolled in primary: Age 11:Quintile 4 Female
3247,cl_pQuint5Fx_11,float,Currently enrolled in primary: Age 11:Richest quintile Female
3248,cl_sMalUrb_11,float,Currently enrolled in secondary: Age 11:Male Urban
3249,cl_sFemUrb_11,float,Currently enrolled in secondary: Age 11:Female Urban
3250,cl_sMalRur_11,float,Currently enrolled in secondary: Age 11:Male Rural
3251,cl_sFemRur_11,float,Currently enrolled in secondary: Age 11:Female Rural
3252,cl_sQuint1M_11,float,Currently enrolled in secondary: Age 11:Poorest quintile Male
3253,cl_sQuint2M_11,float,Currently enrolled in secondary: Age 11:Quintile 2 Male
3254,cl_sQuint3M_11,float,Currently enrolled in secondary: Age 11:Quintile 3 Male
3255,cl_sQuint4M_11,float,Currently enrolled in secondary: Age 11:Quintile 4 Male
3256,cl_sQuint5M_11,float,Currently enrolled in secondary: Age 11:Richest quintile Male
3257,cl_sQuint1F_11,float,Currently enrolled in secondary: Age 11:Poorest quintile Female
3258,cl_sQuint2F_11,float,Currently enrolled in secondary: Age 11:Quintile 2 Female
3259,cl_sQuint3F_11,float,Currently enrolled in secondary: Age 11:Quintile 3 Female
3260,cl_sQuint4F_11,float,Currently enrolled in secondary: Age 11:Quintile 4 Female
3261,cl_sQuint5F_11,float,Currently enrolled in secondary: Age 11:Richest quintile Female
3262,cl_sQuint1Mx_11,float,Currently enrolled in secondary: Age 11:Poorest quintile Male
3263,cl_sQuint2Mx_11,float,Currently enrolled in secondary: Age 11:Quintile 2 Male
3264,cl_sQuint3Mx_11,float,Currently enrolled in secondary: Age 11:Quintile 3 Male
3265,cl_sQuint4Mx_11,float,Currently enrolled in secondary: Age 11:Quintile 4 Male
3266,cl_sQuint5Mx_11,float,Currently enrolled in secondary: Age 11:Richest quintile Male
3267,cl_sQuint1Fx_11,float,Currently enrolled in secondary: Age 11:Poorest quintile Female
3268,cl_sQuint2Fx_11,float,Currently enrolled in secondary: Age 11:Quintile 2 Female
3269,cl_sQuint3Fx_11,float,Currently enrolled in secondary: Age 11:Quintile 3 Female
3270,cl_sQuint4Fx_11,float,Currently enrolled in secondary: Age 11:Quintile 4 Female
3271,cl_sQuint5Fx_11,float,Currently enrolled in secondary: Age 11:Richest quintile Female
3272,cl_tMalUrb_11,float,Currently enrolled in teriary: Age 11:Male Urban
3273,cl_tFemUrb_11,float,Currently enrolled in teriary: Age 11:Female Urban
3274,cl_tMalRur_11,float,Currently enrolled in teriary: Age 11:Male Rural
3275,cl_tFemRur_11,float,Currently enrolled in teriary: Age 11:Female Rural
3276,cl_tQuint1M_11,float,Currently enrolled in teriary: Age 11:Poorest quintile Male
3277,cl_tQuint2M_11,float,Currently enrolled in teriary: Age 11:Quintile 2 Male
3278,cl_tQuint3M_11,float,Currently enrolled in teriary: Age 11:Quintile 3 Male
3279,cl_tQuint4M_11,float,Currently enrolled in teriary: Age 11:Quintile 4 Male
3280,cl_tQuint5M_11,float,Currently enrolled in teriary: Age 11:Richest quintile Male
3281,cl_tQuint1F_11,float,Currently enrolled in teriary: Age 11:Poorest quintile Female
3282,cl_tQuint2F_11,float,Currently enrolled in teriary: Age 11:Quintile 2 Female
3283,cl_tQuint3F_11,float,Currently enrolled in teriary: Age 11:Quintile 3 Female
3284,cl_tQuint4F_11,float,Currently enrolled in teriary: Age 11:Quintile 4 Female
3285,cl_tQuint5F_11,float,Currently enrolled in teriary: Age 11:Richest quintile Female
3286,cl_tQuint1Mx_11,float,Currently enrolled in teriary: Age 11:Poorest quintile Male
3287,cl_tQuint2Mx_11,float,Currently enrolled in teriary: Age 11:Quintile 2 Male
3288,cl_tQuint3Mx_11,float,Currently enrolled in teriary: Age 11:Quintile 3 Male
3289,cl_tQuint4Mx_11,float,Currently enrolled in teriary: Age 11:Quintile 4 Male
3290,cl_tQuint5Mx_11,float,Currently enrolled in teriary: Age 11:Richest quintile Male
3291,cl_tQuint1Fx_11,float,Currently enrolled in teriary: Age 11:Poorest quintile Female
3292,cl_tQuint2Fx_11,float,Currently enrolled in teriary: Age 11:Quintile 2 Female
3293,cl_tQuint3Fx_11,float,Currently enrolled in teriary: Age 11:Quintile 3 Female
3294,cl_tQuint4Fx_11,float,Currently enrolled in teriary: Age 11:Quintile 4 Female
3295,cl_tQuint5Fx_11,float,Currently enrolled in teriary: Age 11:Richest quintile Female
3296,cl_pAll_12,float,Currently enrolled in primary: Age 12:All
